global_emp_id,gender,unified_grade,city,sub_bu,ijp_90_days,tenure,bench_ageing,marital_status,education_score,leaves,employee_status,months_since_last_promotion,payposition_2021,report_month,tenure_in_capgemini_yr,average_rating,rating_diff,pred,Retention_Probability,Termination_Probability
NuSNFYVzIk157IhAgg4leg==,Female,C1,Bangalore,BPS DM,0,0,0,Marr.,81,0.545454545,0,45.01119119,0.735453441,12,17,3,0,0,0.972738134,0.027261866
9t2jpO1AforjazGwCd2t1g==,Male,D1,Bangalore,BPS Big Data,0,0,0,Marr.,53,1.5,0,59.96016345,0.869541538,12,17,3,0,0,0.970433491,0.029566509
Z4/Sjc4TX5Yi9SGIEIFuUw==,Male,C1,Kolkata,BPS DM,0,0,0,Single,53,1.285714286,0,33.0191585,1.131931703,12,17,2.5,-1,0,0.709690181,0.290309819
ypq9p0BKvM6nfw6FcCzk4w==,Female,C1,Pune,BPS Core BI,0,0,0,Marr.,53,0.928571429,0,59.96016345,0.995350705,12,17,3,0,0,0.89706201,0.10293799
aSiz3yVPaMgKzjCB83Ja8A==,Male,D2,Bangalore,BPS Oracle,0,0,0,Marr.,53,1.1,0,105.0042095,0.794658554,12,17,3.5,1,0,0.968775119,0.031224881
KhddzxhLkdOLp9fRKNR9ug==,Female,C1,Chennai,BPS Big Data,0,6.012443787,0,Marr.,53,0,0,33.0191585,0.874145258,12,17,1.5,-1,0,0.855224043,0.144775957
Ds14VbgBrdEGKLdYXYbSIQ==,Male,C2,Bangalore,BPS DM,0,19.22010719,0,Marr.,53,0.833333333,0,2.989794452,0.960607091,12,17,2.5,-1,0,0.956311605,0.043688395
jLwgSgW7hf/gWgp/64A2ow==,Male,C1,Kolkata,BPS Cloud Data Platform,0,0,0,Marr.,81,0.35,0,328.5488408,1.16204529,12,17,2.5,-1,0,0.851000987,0.148999013
NzYCuREU33ZY8KKkivkNZQ==,Male,D3,Bangalore,BPS Big Data,0,0,0,Single,53,1.571428571,0,18.00447648,0.758291073,12,17,2,2,0,0.986559058,0.013440942
mBsdclM15ly5W45eGGNqiQ==,Male,C1,Kolkata,BPS DM,0,0,0,Marr.,81,0.363636364,0,9.002238239,0.994683502,12,17,2,-2,0,0.956917229,0.043082771
GMnigmniqSZNAaz+k0RpNg==,Female,B3,Bangalore,BPS Oracle,0,8.805108934,0,Marr.,53,1.272727273,0,68.99525658,0.89962033,12,17,3,0,0,0.768172561,0.231827439
fVU9IQBDsY5J6LKKeZuvoA==,Male,C1,Bangalore,BPS Cloud Data Platform,0,0,0,Marr.,81,0.583333333,0,59.96016345,0.827446645,12,17,2.5,1,0,0.959586516,0.040413484
Z+P7iBQhM2t6NwhBBEdOKw==,Female,D2,Bangalore,BPS Cloud Data Platform,0,2.431261422,0,Marr.,53,0.333333333,0,6.012443787,0.763294154,12,17,2.5,1,0,0.9789236,0.0210764
Dhdd+8cV/RJmYCqKn1gaRw==,Male,C2,Chennai,BPS Cloud Data Platform,0,10.95710384,0,Marr.,53,1.25,0,59.96016345,0.681036364,12,17,2.5,-1,0,0.980057051,0.019942949
cLgbkJhd7MveD9YVaiZF4A==,Male,D1,Bangalore,BPS Mgmt and others,0,29.07657241,0,Marr.,81,0.285714286,0,33.0191585,0.690014665,12,17,1.5,-1,0,0.996507091,0.003492909
1vLZP7XJCEvOTQqHDQphUQ==,Male,D1,Bangalore,BPS Oracle,0,0,0,Marr.,81,1,0,2.989794452,0.79075376,12,17,2.5,-1,0,0.996786114,0.003213886
K5cOEZO+ay+N06dHVJc3uA==,Female,D2,Bangalore,BPS Big Data,0,0,0,Marr.,53,3,0,6.012443787,0.788126935,12,17,1.5,-1,0,0.99286615,0.00713385
cZMd+gp2UvXlbOlHpjcF1Q==,Female,C2,Chennai,BPS Big Data,0,3.811166554,0,Marr.,81,0.666666667,0,18.00447648,0.813471231,12,17,3,0,0,0.921489039,0.078510961
Z6LorGU015MimsEI6XlivQ==,Female,C1,Chennai,BPS Core BI,0,6.012443787,0,Marr.,53,1.444444444,0,59.96016345,0.813324731,12,17,3,0,0,0.817241044,0.182758956
35Xp7UlLh/EaSH9QIGdSXg==,Female,D1,Chennai,BPS Core BI,0,0,0,Marr.,53,1.368421053,0,81.02014415,0.751529846,12,17,2,2,0,0.994408459,0.005591541
LeDOs4S+8Yku+7OZPRfNhA==,Male,C1,Chennai,BPS Oracle,0,0,0,Marr.,53,0.448275862,0,81.02014415,1.067648806,12,17,3.5,-1,0,0.932734007,0.067265993
XMtzn8fzrO1DQtaFDzGjNQ==,Male,C2,Bangalore,BPS Core BI,0,0,0,Marr.,53,0.5,0,38.99874741,0.913660227,12,17,3,0,0,0.930789719,0.069210281
rrKXh4IJ74m/6xkOy+lrGA==,Female,C2,Bangalore,BPS Big Data,0,0,0,Marr.,53,0.2,0,33.0191585,0.757120848,12,17,3,0,0,0.981525244,0.018474756
AKoKzM3liDyjvGotymB7wQ==,Male,D2,Chennai,BPS Cloud Data Platform,0,0,0,Marr.,53,2.285714286,0,59.96016345,0.874854687,12,17,2,-2,0,0.955225563,0.044774437
601vPaJmAAsf/wKF1rD+3g==,Female,C2,Chennai,BPS Oracle,0,0,0,Marr.,53,0.181818182,0,129.0211298,0.803171761,12,17,3,0,0,0.987648497,0.012351503
cPIYYl/OjU4/FPWFpbH6gQ==,Female,D1,Chennai,BPS DM,0,0,0,Marr.,53,0.666666667,0,81.02014415,0.782680985,12,17,3,0,0,0.989703614,0.010296386
L4j1Z6JQcmKNVx8AIlflzg==,Female,D1,Gandhinagar,BPS Big Data,0,24.9697119,0,Marr.,81,0.666666667,0,105.0042095,0.925242831,12,17,2.5,1,0,0.917243122,0.082756878
QoA8rLQK9m3E+LriXeJcOQ==,Female,C2,Gandhinagar,BPS Big Data,0,10.67783733,0,Marr.,81,0,0,93.01217684,0.79642292,12,17,3,0,0,0.982843876,0.017156124
njsSJXKXl3n8WH56+pd19A==,Female,D2,Chennai,BPS Mgmt and others,0,0,0,Marr.,81,0.318181818,0,59.96016345,0.758878978,12,17,3,0,0,0.997596596,0.002403404
CppU3gDDy9pr3mHYPNVG3g==,Male,C2,Gandhinagar,BPS Core BI,0,0,0,Marr.,81,0.666666667,0,68.99525658,0.761201288,12,17,2.5,1,0,0.996521715,0.003478285
ye9k9zBxB0yeo5BmYoK60w==,Female,C1,Bangalore,BPS Oracle,0,0,0,Marr.,53,0.333333333,0,81.02014415,0.861968215,12,17,2.5,-1,0,0.946286157,0.053713843
L0oMoJR5ITdwLmyCY9axlQ==,Male,C1,Chennai,BPS Oracle,0,0,0,Marr.,81,0.4,0,27.00671472,1.346030484,12,17,2.5,-1,0,0.960409177,0.039590823
C2lO5GFo8e3sNcn8gNKhog==,Male,B3,Chennai,BPS DM,0,0,0,Marr.,81,0.416666667,0,27.00671472,0.855577011,12,17,3,0,0,0.954606141,0.045393859
XVaG08Tvv3P46vEr1cMxnQ==,Male,B3,Chennai,BPS ECM,0,0,0,Marr.,81,2.25,0,328.5488408,0.961795847,12,17,3,0,0,0.943525867,0.056474133
rFXl+ODYAtc9phvM/To3/Q==,Male,B3,Chennai,BPS ECM,0,0,0,Marr.,53,1,0,328.5488408,0.876090375,12,17,3,0,0,0.901605487,0.098394513
r+N7dugVx1Ic3TLHbfrg5w==,Male,B3,Chennai,BPS Oracle,0,14.33130044,0,Marr.,53,0.833333333,0,328.5488408,0.888773977,12,17,3,0,0,0.758931941,0.241068059
uI8i6VrbrwAvUZS8olTuog==,Female,B3,Chennai,BPS Oracle,0,0,0,Marr.,81,0.75,0,328.5488408,0.836551295,12,17,3,0,0,0.902037124,0.097962876
u3rQvZIwg0p9mnNsUaXnlg==,Male,C1,Bangalore,BPS MDM,0,0,0,Marr.,53,0.6875,0,2.989794452,1.075922985,12,17,3,0,0,0.802765477,0.197234523
P+R+dUveq8rYwyh4waORiw==,Female,B1,Noida,BPS ECM,0,0,0,Marr.,53,4.4,0,328.5488408,1.068681356,12,17,2.5,1,0,0.980728834,0.019271166
Ltkn/ysJVOAWb+p8bFReqg==,Male,C1,Pune,BPS Core BI,0,0,0,Marr.,81,5,0,14.98182714,0.634674194,12,20,3,0,0,0.957584263,0.042415737
TGNmGtu0eyxJdmaTdUSanw==,Female,B2,Kolkata,BPS Cloud Data Platform,0,0,0,Marr.,53,0.666666667,0,38.99874741,1.00374978,12,17,3,0,0,0.925536937,0.074463063
jH1je74boapu5uUyDOR0vA==,Female,B3,Chennai,BPS Big Data,0,0,0,Marr.,81,1.444444444,0,328.5488408,1.02660069,12,17,3,0,0,0.814047496,0.185952504
cd9T35HT815IyBkU5PCzIw==,Male,C1,Chennai,BPS Mgmt and others,0,3.975440974,0,Marr.,53,0.785714286,0,33.0191585,0.780815054,12,17,2.5,1,0,0.90285177,0.09714823
XXnDBwVwLG4ZaMWqhRBQiw==,Female,D1,Bangalore,BPS Core BI,0,0,0,Marr.,53,0.428571429,0,9.002238239,0.987098782,12,17,2.5,1,0,0.979313389,0.020686611
avCkYmczsZ3/HkuBHdivow==,Male,C1,Bangalore,BPS Cloud Data Platform,0,11.63062897,0,Marr.,53,0.384615385,0,42.02139674,0.913769634,12,17,3,0,0,0.880774734,0.119225266
foWn+SRFagtvI/9GHHoMsA==,Male,B1,Chennai,BPS MDM,0,0,0,Single,53,0.285714286,0,14.98182714,1.212271261,12,17,2.5,1,0,0.844882372,0.155117628
1/KNRs2UCp/IkrdAiJ1OXw==,Female,B3,Bangalore,BPS Cloud Data Platform,0,0,0,Marr.,81,0.461538462,0,33.0191585,0.758869272,12,17,2.5,1,0,0.973975345,0.026024655
SgMLtVE+PJrXHGVSW8k7cw==,Male,B2,Chennai,BPS Big Data,0,1.971293045,0,Marr.,81,1.727272727,0,23.98406538,1.39352514,12,17,1,0,0,0.916954768,0.083045232
H+1IvRXHzcqr+rER0QGY2w==,Female,B2,Kolkata,BPS DM,0,0,0,Marr.,53,0.5,0,9.002238239,1.591545119,12,17,2.5,-1,0,0.943956964,0.056043036
JJldYzwUEJZyYDqM+oW7xg==,Female,B3,Bangalore,BPS Mkt Services & COEs,0,0,0,Marr.,81,0.333333333,0,2.989794452,0.572637548,12,17,2.5,1,0,0.996892758,0.003107242
n+oFi/fpV4xArbkigUswsw==,Female,B3,Bangalore,BPS MDM,0,0,0,Marr.,53,0.916666667,0,11.95917781,0.550114575,12,17,3,0,0,0.96976353,0.03023647
7l2+oXM3XVupkiCuuWmggw==,Male,B3,Chennai,BPS Core BI,0,0,0,Single,53,1.714285714,0,11.95917781,1.046524077,12,17,3,0,0,0.696917687,0.303082313
umX2b/KGTYVbewT0KMDA3g==,Female,B2,Chennai,BPS Big Data,0,0,0,Marr.,53,0.285714286,0,9.002238239,1.251711068,12,17,2.5,-1,0,0.891869787,0.108130213
w0ZP3Vsk7NAIxFFIORFm4g==,Female,B3,Chennai,BPS DM,0,0,0,Single,53,0,0,9.002238239,0.869199062,12,17,2.5,-1,0,0.928870892,0.071129108
ws/rS/td/H+PdtOW7i2AxQ==,Male,C2,Bangalore,BPS Core BI,0,35.97609807,0,Marr.,81,0,0,2.989794452,0.748703288,12,17,1.5,-1,0,0.997030402,0.002969598
pKtVEWT6uHBUDKriM16uAg==,Male,C2,Bangalore,BPS Cloud Data Platform,0,0,0,Marr.,53,3,0,18.00447648,0.864121424,12,17,2.5,1,0,0.876314398,0.123685602
c6EEoIhaJkzl6XoAzYDlHg==,Male,D3,Pune,BPS Mgmt and others,0,0,0,Marr.,81,1.2,0,328.5488408,0.927177535,12,17,3,0,0,0.958146247,0.041853753
h7jg/9dTEOvb2zjWzEPtxQ==,Female,D1,Bangalore,BPS Big Data,0,0,0,Marr.,81,0,0,2.989794452,1.069570708,12,17,3,0,0,0.828888304,0.171111696
0gSIMy8zNUBGsqewy48pgw==,Female,C2,Chennai,BPS Big Data,0,7.359494035,0,Marr.,53,0,0,9.002238239,0.779438721,12,17,2.5,-1,0,0.983111645,0.016888355
WNpa4PvlW1nGlihg9Y5xQQ==,Male,C2,Chennai,BPS Big Data,0,0,0,Marr.,81,0,0,328.5488408,1.089884152,12,17,3,0,0,0.939046745,0.060953255
qbClAvdHz4xV4o7weIOucw==,Female,B2,Kolkata,BPS MDM,0,8.542269862,0,Marr.,53,0.666666667,0,23.98406538,1.818465909,12,17,3,0,0,0.833207526,0.166792474
nNRnSiEME25ifgdAbRUqoQ==,Male,B1,Kolkata,BPS Data Validation,0,0,0,Marr.,53,22,0,38.99874741,0.97984438,12,17,3,0,0,0.988812172,0.011187828
KvtiQlTaWicDtp6S+fE02Q==,Female,B2,Chennai,BPS DM,0,0,0,Marr.,53,0.2,0,9.002238239,0.701199436,12,17,3,0,0,0.975524403,0.024475597
X74ZsxGEC8dsRAfyHs3p6Q==,Female,B2,Bangalore,BPS DM,0,0,0,Marr.,53,0.846153846,0,11.95917781,0.804573068,12,17,2.5,1,0,0.926813119,0.073186881
YFL4ubopnSu0nvGoAX4w9w==,Male,B2,Chennai,BPS Cloud Data Platform,0,10.9406764,0,Single,53,0.5,0,18.00447648,0.830693523,12,17,1.5,1,0,0.733006905,0.266993095
ePW0zt2J7DMsJfAkSF/tgA==,Female,B3,Gandhinagar,BPS DM,0,0,0,Marr.,81,0.416666667,0,9.002238239,0.813835724,12,17,2.5,-1,0,0.990084089,0.009915911
94FletfPNEm+wHy4s2I7uQ==,Male,B2,Chennai,BPS Core BI,0,2.431261422,0,Marr.,53,0,0,18.00447648,0.685233068,12,17,2,2,0,0.851462351,0.148537649
fEKrx3WfDgxWzei0nc271g==,Female,B3,Chennai,BPS MDM,0,11.95917781,0,Marr.,81,0.2,0,9.002238239,0.929188648,12,17,3,0,0,0.94837982,0.05162018
/QsV7AJijuJRhR5fL9fitA==,Female,B3,Chennai,BPS DM,0,9.790755457,0,Marr.,53,1,0,328.5488408,1.081957663,12,17,3,0,0,0.709077524,0.290922476
rrKuUqCqiTlszHG2nnKVaA==,Male,C2,Chennai,BPS Cloud Data Platform,0,0,0,Marr.,53,0,0,2.989794452,0.756896458,12,17,3,0,0,0.997317454,0.002682546
+08Wf6aDJuYMTE0UiiWCkw==,Male,B1,Kolkata,BPS MDM,0,0,0,Marr.,81,0,0,6.012443787,1.376093593,12,17,3,0,0,0.942387438,0.057612562
8lWq3SfNxMrdcbU49xBxYA==,Male,C1,Noida,BPS Oracle,0,13.47050247,0,Marr.,81,0.1,0,68.99525658,0.917883871,12,17,3,0,0,0.961951017,0.038048983
wfiq3HuCWTUbnEoohliivw==,Female,C1,Chennai,BPS DM,0,1.971293045,0,Marr.,53,1.25,0,33.0191585,0.758176355,12,17,3,0,0,0.798653901,0.201346099
5EAJ8/TiZ46G5lyQ+GnasA==,Female,D1,Chennai,BPS DM,0,0,0,Marr.,53,1.25,0,9.002238239,0.818617778,12,17,3,0,0,0.979093957,0.020906043
p+iFR5VT59Hq1h5XHLFOLA==,Male,D3,Bangalore,BPS Mgmt and others,0,0,0,Single,53,1.8,0,30.02936405,0.736378954,12,17,3,0,0,0.969019251,0.030980749
bdgVfAti0fVBeCWUAmjfjg==,Male,C1,Kolkata,BPS Cloud Data Platform,0,3.975440974,0,Marr.,85,6.333333333,0,328.5488408,1.076581022,12,17,1.5,-1,0,0.738415568,0.261584432
RWiYUJmtQj07Ao3EtsL3LQ==,Male,C1,Kolkata,BPS DS&A,0,0,0,Single,81,0.1,0,2.989794452,0.743288581,12,17,3,0,0,0.996280642,0.003719358
b2OHorRVZoePv07gk5IwSg==,Male,D1,Bangalore,BPS Mgmt and others,0,0,0,Marr.,53,0.875,0,328.5488408,1.028001166,12,17,3,0,0,0.983456486,0.016543514
3WUOJZ+dEdy8Y+fw8jYbwQ==,Male,B3,Kolkata,BPS Oracle,0,0,0,Marr.,53,0.2,0,18.00447648,1.379563287,12,17,2.5,1,0,0.932959049,0.067040951
VMKxC3DadqWYzH5vRCrrPw==,Male,C1,Pune,BPS DM,0,0,0,Marr.,53,1.333333333,0,328.5488408,1.083622968,12,17,3,0,0,0.825656616,0.174343384
Zxm37JqwSwp2ZHiJ/5FnUQ==,Male,B2,Chennai,BPS Cloud Data Platform,0,0,0,Marr.,81,0.888888889,0,33.0191585,1.16452133,12,17,3,0,0,0.970971772,0.029028228
YtGF1amZ/VP3zA7lwdH3hQ==,Male,C2,Gandhinagar,BPS Big Data,0,0,0,Marr.,81,0.5,0,328.5488408,1.044382178,12,17,3,0,0,0.94021188,0.05978812
yK++jsRfscrIJYUBVfCpRg==,Female,C2,Chennai,BPS Cloud Data Platform,0,6.012443787,0,Marr.,53,7.5,0,33.0191585,0.796642955,12,17,2,-2,0,0.884186523,0.115813477
fVPG0Qj+6YVtTAcMZ4BVPw==,Male,B3,Kolkata,BPS Oracle,0,0,0,Marr.,53,0,0,328.5488408,1.467043602,12,17,2.5,-1,0,0.87455443,0.12544557
yAbZDSIjJDkg1HuFVmdTfQ==,Male,C1,Chennai,BPS Oracle,0,3.515472597,0,Marr.,53,0,0,328.5488408,1.183625269,12,17,3.5,1,0,0.79249472,0.20750528
kDeZCtjqAnm6bbWHENVduA==,Male,C1,Chennai,BPS DM,0,9.002238239,0,Single,53,3,0,38.99874741,1.115737634,12,17,2.5,-1,0,0.844529582,0.155470418
TzdB/FY0E7qaP26pxtjSZw==,Female,B3,Chennai,BPS Big Data,0,0,0,Marr.,81,0.272727273,0,2.989794452,0.699558659,12,17,1.5,-1,0,0.996073671,0.003926329
+RVBWATk+c/BcOZycKhIJQ==,Male,C1,Chennai,BPS Big Data,0,0,0,Marr.,53,2,0,328.5488408,0.979770581,12,17,2.5,-1,0,0.939835552,0.060164448
SW0AuXohkGcyOzR0cBruhQ==,Male,B3,Chennai,BPS Core BI,0,25.00256679,0,Marr.,81,0.1,0,33.0191585,0.858282874,12,17,2.5,-1,0,0.850043475,0.149956525
GYV64HMsI67LRzAHjV3PWQ==,Female,C1,Chennai,BPS Core BI,0,11.95917781,0,Marr.,53,1.444444444,0,45.01119119,1.018105204,12,17,3,0,0,0.811637284,0.188362716
jmMgIFSUZEXuX00KctJZzg==,Male,D1,Chennai,BPS Cloud Data Platform,0,3.975440974,0,Marr.,53,1.1,0,2.989794452,1.138799385,12,17,2.5,1,0,0.687648084,0.312351916
wT1DrSdQTAdCgi5wvTpvOQ==,Male,C1,Bangalore,BPS Core BI,0,1.987720487,0,Marr.,81,0,0,45.01119119,0.781958145,12,17,3,0,0,0.883608636,0.116391364
DlkToWa/5eBHWW2BCnYG9A==,Female,B3,Kolkata,BPS Oracle,0,0,0,Marr.,53,0.5625,0,9.002238239,1.003451841,12,17,3,0,0,0.910646885,0.089353115
OTptw41fveTuzIAFzKdQ6A==,Female,D1,Chennai,BPS Big Data,0,0,0,Marr.,53,0.625,0,33.0191585,1.158134498,12,17,3,0,0,0.970596435,0.029403565
+Mt64j6UQ0++eeFJKPzHuQ==,Male,C2,Pune,BPS Cloud Data Platform,0,0,0,Marr.,53,0.2,0,9.002238239,0.767708462,12,17,2.5,-1,0,0.995797455,0.004202545
SU57+v5/JIUCFCT9wtOAJQ==,Female,C1,Chennai,BPS Core BI,0,10.02073965,0,Marr.,53,0.5,0,45.01119119,0.91275879,12,17,2.5,-1,0,0.942393451,0.057606549
wQBtf9RCArw0H84qAo6B8A==,Male,B3,Chennai,BPS Core BI,0,10.9406764,0,Single,81,0,0,45.01119119,0.823533908,12,17,2,0,0,0.901744346,0.098255654
Y+r/g6qiQvdTC7N+BiQT1A==,Female,D3,Chennai,BPS Cloud Data Platform,0,8.870818703,0,Marr.,81,0.5625,0,30.02936405,0.783086332,12,17,3,0,0,0.911120282,0.088879718
Wqad3qNzbdpbnNloeZp0MQ==,Female,B2,Kolkata,BPS Oracle,0,0,0,Marr.,53,1.2,0,33.0191585,0.986428699,12,17,3,0,0,0.886682727,0.113317273
1WW9VAnRU/FzhnkPuSUijw==,Female,C1,Chennai,BPS Oracle,0,0,0,Marr.,53,0.294117647,0,45.01119119,0.902763602,12,17,2,2,0,0.966608553,0.033391447
8KPFjznf3BkLvadQ3R3S8A==,Male,C1,Gurgaon,BPS MDM,0,6.012443787,0,Marr.,81,1.833333333,0,2.989794452,0.914268817,12,17,3,0,0,0.947482008,0.052517992
uauJZufmDturfwA0tj6knA==,Male,C2,Chennai,BPS DS&A,0,0,0,Marr.,53,0.75,0,14.98182714,0.681650871,12,17,2.5,1,0,0.994788619,0.005211381
qBB66M/fTiTlcymM8GSYvA==,Female,C1,Chennai,BPS DM,0,3.975440974,0,Marr.,53,0.545454545,0,2.989794452,0.842227231,12,17,2,0,0,0.916980349,0.083019651
MdfmzllgXukYnZpDNIYIrQ==,Female,D1,Chennai,BPS DS&A,0,11.95917781,0,Marr.,81,1.727272727,0,9.002238239,0.889600708,12,17,2.5,1,0,0.921231584,0.078768416
rLMG4E7jTczN8O9w7qnrDA==,Male,C1,Pune,BPS Big Data,0,0,0,Marr.,81,0.714285714,0,328.5488408,1.011680901,12,17,3,0,0,0.87692048,0.12307952
BqarDmq7xIqobRbZTVv0Pw==,Female,B2,Chennai,BPS DS&A,0,0,0,Marr.,81,0,0,328.5488408,1.070625,12,17,3,0,0,0.85499787,0.14500213
t8PtzrVKKx8rkUkuijtETA==,Male,C2,Chennai,BPS Big Data,0,0,0,Marr.,81,0.375,0,59.96016345,1.223694352,12,17,2.5,-1,0,0.97513344,0.02486656
LSXjeNSakTlnWay/vud9Wg==,Male,B2,Bangalore,BPS Data Validation,0,3.975440974,0,Single,53,0.636363636,0,38.99874741,0.850678062,12,17,2.5,1,0,0.784270588,0.215729412
lYKlwtZI6AKkjz/Dg3wW+w==,Male,B2,Bangalore,BPS Data Validation,0,1.971293045,0,Single,53,2.1,0,6.012443787,0.747342398,12,17,2.5,-1,0,0.91779572,0.08220428
ZrqVu3zAgcQ8/d6TB3rmDg==,Male,C1,Chennai,BPS Data Validation,0,0,0,Marr.,53,0.052631579,0,18.00447648,0.856398866,12,17,2.5,1,0,0.973532121,0.026467879
c5sHuCHWHcu5rx5lAHdr3w==,Male,B3,Bangalore,BPS Cloud Data Platform,0,0,0,Marr.,53,0.142857143,0,45.01119119,0.850843962,12,17,2.5,1,0,0.929472883,0.070527117
bX529Jqj/iC1Q7f8pvH5hw==,Female,D3,Chennai,BPS ECM,0,0,0,Marr.,53,0.7,0,42.02139674,0.97760638,12,17,1,0,0,0.993846033,0.006153967
GNDCoJJaqCGp0D5xdMDgeA==,Female,B2,Gandhinagar,BPS DM,0,0,0,Single,53,0,0,9.002238239,0.707094345,12,17,2.5,-1,0,0.987567216,0.012432784
Dy7CmboorpIUNsGnrum0QA==,Male,B3,Chennai,BPS Cloud Data Platform,0,27.00671472,0,Marr.,53,0.454545455,0,45.01119119,0.930801165,12,17,3,0,0,0.868397947,0.131602053
//GXxPvZw2irR6pJi0TIlQ==,Male,C1,Bangalore,BPS Oracle,0,0,0,Marr.,53,0.705882353,0,18.00447648,0.805726581,12,17,3,0,0,0.886699489,0.113300511
gZx1DVMizDaKg9qh5uwjGA==,Female,B3,Hyderabad,BPS Cloud Data Platform,0,0,0,Single,81,1,0,27.00671472,0.92434492,12,17,3,0,0,0.677873626,0.322126374
ZkTH4U7px9ICyPT5ATSH7w==,Female,C1,Chennai,BPS Big Data,0,0,0,Marr.,53,1.25,0,33.0191585,1.159513978,12,17,2,-2,0,0.877406651,0.122593349
5uMh65wsvyC8ZMf/q+qvjA==,Male,C1,Pune,BPS Big Data,0,0,0,Marr.,81,2,0,328.5488408,1.234722301,12,17,3,0,0,0.921922327,0.078077673
SzbcqpTIkd1pg65H82fjPA==,Male,B3,Bangalore,BPS MDM,0,0,0,Marr.,53,0,0,328.5488408,1.050129042,12,17,3,0,0,0.867773889,0.132226111
NYjFlszbk7dJ43bzo8zqgA==,Male,C2,Chennai,BPS Cloud Data Platform,0,0,0,Marr.,81,1.142857143,0,328.5488408,1.054397246,12,17,3,0,0,0.874311597,0.125688403
RXIr69MRgjA5cE966XSrPw==,Female,D1,Pune,BPS MDM,0,0,0,Marr.,81,0.833333333,0,18.00447648,0.84721216,12,17,2.5,1,0,0.976911057,0.023088943
82irT0n8ltYV5EPe2DZueQ==,Female,C1,Bangalore,BPS Cloud Data Platform,0,8.542269862,0,Marr.,53,1.3,0,328.5488408,1.439924194,12,17,3,0,0,0.832511112,0.167488888
TrNUNOj/YNe7ArwVfoWotQ==,Male,C1,Chennai,BPS DM,0,0,0,Marr.,81,8,0,2.989794452,0.884811763,12,17,2,0,0,0.955923949,0.044076051
xriWOQnyndzxZlx3BsnJ1Q==,Male,B2,Chennai,BPS Data Validation,0,7.16236473,0,Marr.,53,0,0,6.012443787,0.862894784,12,17,3,0,0,0.920014613,0.079985387
xR4q5SrnhYIrtHK+8qEDtg==,Male,D2,Chennai,BPS ECM,0,0,0,Marr.,53,0.636363636,0,68.99525658,1.151566024,12,17,2.5,1,0,0.989720411,0.010279589
5VzM/Oimjs8L3u6s2In/Kw==,Male,D3,Chennai,BPS Cloud Data Platform,0,1.971293045,0,Marr.,81,0,0,81.02014415,0.988023089,12,17,2,0,0,0.954460994,0.045539006
fql7TD8MiqXcA+J+uik0qQ==,Female,C2,Kolkata,BPS MDM,0,0,0,Marr.,53,1.5,0,33.0191585,0.713405909,12,17,3,0,0,0.973702669,0.026297331
Kvc52eqhdNSC6pmFuVkirQ==,Male,D3,Bangalore,BPS Cloud Data Platform,0,0,0,Single,53,1,0,6.012443787,0.751695243,12,17,3,0,0,0.982188922,0.017811078
DPpu3YOaVg/Ii74+o8CvYg==,Male,C1,Bangalore,BPS Big Data,0,0,0,Marr.,81,0.526315789,0,42.02139674,0.713073505,12,17,3,0,0,0.975435435,0.024564565
7bjiv8+u0oPqr2cY1Z5tkw==,Female,D2,Bangalore,BPS Big Data,0,0,0,Marr.,81,1.25,0,68.99525658,0.814660506,12,17,3,0,0,0.977631142,0.022368858
OXsfOTdjkbgXaoeAX0tHug==,Male,C2,Bangalore,BPS Cloud Data Platform,0,0,0,Marr.,81,1.5,0,141.0131625,0.79884342,12,17,3,0,0,0.950102728,0.049897272
PJ1a1dEAY47dS9CZAG0GwA==,Female,B3,Chennai,BPS Core BI,0,0,0,Marr.,81,0.571428571,0,328.5488408,1.179489103,12,17,2,0,0,0.877760285,0.122239715
ed/7T5isHrQhoV6ckY8dDw==,Male,B3,Chennai,BPS Cloud Data Platform,0,9.002238239,0,Marr.,81,0.909090909,0,328.5488408,1.49664092,12,17,2,0,0,0.922376324,0.077623676
YQ0H0Q+7kqByco9NDjD0DA==,Female,C1,Chennai,BPS Cloud Data Platform,0,11.95917781,0,Marr.,81,1.2,0,328.5488408,1.392153333,12,17,2,0,0,0.905881962,0.094118038
Q7U/5CPtu5r7K89+FMDqHw==,Male,A4,Noida,BPS Core BI,0,3.482617713,0,Not Available,53,0,0,0,0.927177535,12,17,3,0,0,0.988275878,0.011724122
BNcrHe8iHPezrFYk0AjdNA==,Male,B2,Bangalore,BPS ECM,0,5.191071685,0,Marr.,53,0.833333333,0,18.00447648,0.981155415,12,17,1.5,1,0,0.842211928,0.157788072
3EVQut0NHa8AbRq4/9N7nQ==,Female,B3,Chennai,BPS Core BI,0,9.002238239,0,Marr.,81,0,0,33.0191585,0.902460199,12,17,3,0,0,0.839464767,0.160535233
HuOE6WMF1yGN8BH559O5mw==,Male,B3,Chennai,BPS ECM,0,0,0,Marr.,81,1,0,45.01119119,1.3230099,12,17,2,0,0,0.910328346,0.089671654
7KCW6CH1k+brNv9dFqtHbw==,Female,B3,Bangalore,BPS DM,0,0,0,Marr.,53,0.2,0,328.5488408,1.143121073,12,17,2.5,1,0,0.850277554,0.149722446
0AYzyOmX3IjnHYqD6jYiDg==,Female,B2,Bangalore,BPS DS&A,0,9.002238239,0,Single,53,0,0,6.012443787,1.596047625,12,17,2.5,-1,0,0.626382962,0.373617038
